train_start,train_end,test_end,alpha,r2_train,r2_test,n_nonzero,selected_features
1981-07-31,2006-07-31,2007-07-31,0.0055,0.004094065124173207,-0.0007021787005059288,6,"['Sp_Ex_ret', 'dbnetis_at', 'debt_gr3', 'eqpo_me', 'resff3_6_1', 'saleq_gr1']"
1982-07-31,2007-07-31,2008-07-31,0.0055,0.003628501436765297,-0.040595061710388514,5,"['Sp_Ex_ret', 'dbnetis_at', 'eqpo_me', 'resff3_6_1', 'saleq_gr1']"
1983-07-31,2008-07-31,2009-07-31,0.0055,0.0037942862508504316,0.0019144330081248828,7,"['Sp_Ex_ret', 'dbnetis_at', 'ocf_at', 'qmj', 'rd_sale', 'resff3_6_1', 'saleq_gr1']"
1984-07-31,2009-07-31,2010-07-31,0.0055,0.0097625346341782,0.0012602858494411562,3,"['Sp_Ex_ret', 'dolvol_var_126d', 'resff3_6_1']"
1985-07-31,2010-07-31,2011-07-31,0.0055,0.00979386211227995,-0.019974429580702724,5,"['Sp_Ex_ret', 'downside_dev_12', 'dolvol_var_126d', 'pi_nix', 'resff3_6_1']"
1986-07-31,2011-07-31,2012-07-31,0.0055,0.007926265255977505,-0.015109472831109638,7,"['Sp_Ex_ret', 'downside_dev_12', 'debt_gr3', 'dolvol_var_126d', 'pi_nix', 'resff3_6_1', 'turnover_126d']"
1987-07-31,2012-07-31,2013-07-31,0.0055,0.006536282486924283,-0.012295777306259303,6,"['Sp_Ex_ret', 'dolvol_var_126d', 'niq_be_chg1', 'pi_nix', 'resff3_6_1', 'zero_trades_21d']"
1988-07-31,2013-07-31,2014-07-31,0.0055,0.006184341532727067,-0.00254832138864014,6,"['Sp_Ex_ret', 'dolvol_var_126d', 'ocf_at', 'pi_nix', 'resff3_6_1', 'turnover_126d']"
1989-07-31,2014-07-31,2015-07-31,0.0055,0.005776891205203416,-0.010636933303801,6,"['Sp_Ex_ret', 'dolvol_var_126d', 'ocf_at', 'pi_nix', 'resff3_6_1', 'turnover_126d']"
1990-07-31,2015-07-31,2016-07-31,0.0055,0.004672965795861073,-0.006401322588520886,4,"['Sp_Ex_ret', 'pi_nix', 'resff3_6_1', 'turnover_126d']"
1991-07-31,2016-07-31,2017-07-31,0.0055,0.0029660381432367044,-0.0015799026835565666,4,"['Sp_Ex_ret', 'niq_be_chg1', 'resff3_6_1', 'zero_trades_126d']"
1992-07-31,2017-07-31,2018-07-31,0.0055,0.0026287305712564546,-0.0020055819997759627,5,"['Sp_Ex_ret', 'niq_be_chg1', 'pi_nix', 'resff3_6_1', 'turnover_126d']"
1993-07-31,2018-07-31,2019-07-31,0.0055,0.002137484262675904,-0.008716514943758247,4,"['Sp_Ex_ret', 'niq_be_chg1', 'resff3_6_1', 'turnover_126d']"
1994-07-31,2019-07-31,2020-07-31,0.0055,0.0014318422367397554,-6.661825194287374e-05,3,"['resff3_6_1', 'tangibility', 'turnover_126d']"
1995-07-31,2020-07-31,2021-07-31,0.0055,0.0016928393023314392,-0.014225613759741407,3,"['resff3_6_1', 'seas_11_15na', 'tangibility']"
1996-07-31,2021-07-31,2022-07-31,0.0055,0.002861739317905343,-0.03430097548434685,5,"['downside_dev_12', 'prc', 'seas_11_15an', 'seas_11_15na', 'tangibility']"
1997-07-31,2022-07-31,2023-07-31,0.0055,0.003298068359057771,-0.004786560953181196,8,"['cash_at', 'niq_be_chg1', 'niq_su', 'noa_at', 'ope_be', 'ret_9_1', 'tangibility', 'zero_trades_252d']"
1998-07-31,2023-07-31,2024-07-31,0.0055,0.0016845934951055241,-0.0006375405504619458,5,"['cash_at', 'niq_be_chg1', 'noa_at', 'ope_be', 'prc']"
