train_start,train_end,test_end,alpha,r2_train,r2_test,n_nonzero,selected_features
1961-07-31,1986-07-31,1987-07-31,0.001,0.05840192697923663,-0.03517564754353408,54,"['Excess_ret_feature', 'RF', 'ret_lag1', 'mom_3', 'mom_6', 'mom_12', 'vol_12', 'kurt_12', 'max_dd_12', 'cshpr_q', 'epsfi_q', 'opeps_q', 'age', 'aliq_mat', 'at_be', 'beta_dimson_21d', 'bidaskhl_21d', 'capx_gr1', 'capx_gr2', 'cash_at', 'chcsho_12m', 'corr_1260d', 'debt_gr3', 'dolvol_var_126d', 'dsale_drec', 'eqnpo_me', 'iskew_capm_21d', 'iskew_ff3_21d', 'iskew_hxz4_21d', 'kz_index', 'lnoa_gr1a', 'niq_be_chg1', 'o_score', 'ocf_at', 'ocf_at_chg1', 'ocfq_saleq_std', 'qmj_growth', 'rd5_at', 'resff3_12_1', 'ret_1_0', 'ret_6_1', 'rmax5_rvol_21d', 'sale_bev', 'sale_emp_gr1', 'saleq_su', 'seas_11_15an', 'seas_16_20an', 'seas_2_5an', 'seas_6_10an', 'seas_6_10na', 'sti_gr1a', 'taccruals_ni', 'tax_gr1a', 'zero_trades_126d']"
1962-07-31,1987-07-31,1988-07-31,0.001,0.05114759396838253,-0.016250599612949834,58,"['Excess_ret_feature', 'RF', 'ret_lag1', 'mom_12', 'vol_12', 'aqc_q', 'cshpr_q', 'dltr_q', 'dvp_q', 'epsfi_q', 'epspx_q', 'ibc_q', 'opeps_q', 'prstkc_q', 'sstk_q', 'txdc_q', 'xidoc_q', 'age', 'aliq_mat', 'at_be', 'capx_gr1', 'capx_gr2', 'chcsho_12m', 'corr_1260d', 'cowc_gr1a', 'debt_gr3', 'dolvol_var_126d', 'eqnpo_me', 'iskew_ff3_21d', 'iskew_hxz4_21d', 'kz_index', 'lnoa_gr1a', 'ni_be', 'ni_inc8q', 'niq_at_chg1', 'niq_be_chg1', 'ocf_at', 'ocf_at_chg1', 'ocfq_saleq_std', 'qmj_growth', 'rd5_at', 'resff3_12_1', 'resff3_6_1', 'ret_1_0', 'ret_6_1', 'rmax5_rvol_21d', 'sale_bev', 'sale_gr3', 'seas_11_15an', 'seas_16_20an', 'seas_16_20na', 'seas_2_5an', 'seas_6_10an', 'seas_6_10na', 'taccruals_ni', 'tax_gr1a', 'turnover_var_126d', 'zero_trades_126d']"
1963-07-31,1988-07-31,1989-07-31,0.001,0.05468750040207648,-0.02510874798488194,62,"['Excess_ret_feature', 'RF', 'Sp_Ex_ret', 'ret_lag1', 'mom_12', 'vol_12', 'max_dd_12', 'sharpe_12', 'dvp_q', 'epsfi_q', 'epsfx_q', 'epspx_q', 'opeps_q', 'is_secondary', 'age', 'at_be', 'beta_60m', 'beta_dimson_21d', 'capx_gr1', 'capx_gr2', 'cash_at', 'chcsho_12m', 'debt_gr3', 'dsale_dinv', 'dsale_drec', 'dsale_dsga', 'eqnpo_me', 'fnl_gr1a', 'iskew_ff3_21d', 'iskew_hxz4_21d', 'kz_index', 'lnoa_gr1a', 'mispricing_perf', 'netis_at', 'ni_ar1', 'ni_be', 'niq_at_chg1', 'niq_be_chg1', 'ocf_at_chg1', 'ocfq_saleq_std', 'pi_nix', 'qmj_growth', 'rd5_at', 'rd_sale', 'resff3_12_1', 'resff3_6_1', 'ret_1_0', 'ret_60_12', 'ret_9_1', 'rmax5_rvol_21d', 'sale_bev', 'sale_gr3', 'seas_11_15an', 'seas_1_1an', 'seas_2_5an', 'seas_2_5na', 'seas_6_10an', 'seas_6_10na', 'taccruals_at', 'tangibility', 'tax_gr1a', 'zero_trades_126d']"
1964-07-31,1989-07-31,1990-07-31,0.001,0.04792861270255999,-0.010552691011248783,63,"['Excess_ret_feature', 'RF', 'Sp_Ex_ret', 'ret_lag1', 'mom_12', 'vol_12', 'max_dd_12', 'sharpe_12', 'epsfi_q', 'epsfx_q', 'epspx_q', 'oancf_q', 'opeps_q', 'recch_q', 'xidoc_q', 'is_secondary', 'age', 'at_be', 'beta_60m', 'beta_dimson_21d', 'capx_gr1', 'capx_gr2', 'cash_at', 'chcsho_12m', 'dbnetis_at', 'debt_gr3', 'dsale_dinv', 'dsale_drec', 'dsale_dsga', 'eqnpo_me', 'fnl_gr1a', 'iskew_ff3_21d', 'iskew_hxz4_21d', 'kz_index', 'lnoa_gr1a', 'mispricing_perf', 'nfna_gr1a', 'ni_ar1', 'niq_at_chg1', 'niq_be_chg1', 'o_score', 'ocf_at_chg1', 'ocfq_saleq_std', 'op_at', 'pi_nix', 'qmj_growth', 'rd5_at', 'rd_me', 'rd_sale', 'resff3_12_1', 'ret_60_12', 'ret_9_1', 'sale_bev', 'seas_11_15an', 'seas_1_1an', 'seas_1_1na', 'seas_2_5an', 'seas_6_10an', 'seas_6_10na', 'taccruals_at', 'tangibility', 'tax_gr1a', 'zero_trades_126d']"
1965-07-31,1990-07-31,1991-07-31,0.001,0.04338869354297514,0.05760444617302962,56,"['Excess_ret_feature', 'RF', 'ret_lag1', 'mom_12', 'vol_12', 'max_dd_12', 'sharpe_12', 'epsfi_q', 'epspi_q', 'epspx_q', 'opeps_q', 'is_secondary', 'at_be', 'beta_60m', 'beta_dimson_21d', 'bidaskhl_21d', 'capx_gr1', 'capx_gr2', 'cash_at', 'chcsho_12m', 'coskew_21d', 'dbnetis_at', 'debt_gr3', 'dsale_dinv', 'dsale_dsga', 'emp_gr1', 'eqnpo_me', 'iskew_hxz4_21d', 'kz_index', 'lnoa_gr1a', 'netis_at', 'nfna_gr1a', 'ni_ar1', 'niq_at_chg1', 'niq_be_chg1', 'ocf_at_chg1', 'ocfq_saleq_std', 'op_at', 'pi_nix', 'qmj_growth', 'rd5_at', 'rd_sale', 'resff3_12_1', 'ret_60_12', 'ret_9_1', 'sale_bev', 'sale_gr3', 'seas_11_15an', 'seas_1_1an', 'seas_1_1na', 'seas_2_5an', 'seas_6_10an', 'seas_6_10na', 'tangibility', 'tax_gr1a', 'zero_trades_126d']"
1966-07-31,1991-07-31,1992-07-31,0.001,0.052222025588397614,0.0017370829055222137,57,"['Excess_ret_feature', 'RF', 'ret_lag1', 'mom_3', 'mom_12', 'max_dd_12', 'sharpe_12', 'dvp_q', 'epsfi_q', 'epspi_q', 'epspx_q', 'is_primary', 'is_secondary', 'at_be', 'beta_dimson_21d', 'capx_gr2', 'cash_at', 'chcsho_12m', 'dbnetis_at', 'debt_gr3', 'dsale_dinv', 'dsale_dsga', 'emp_gr1', 'eqnpo_me', 'fnl_gr1a', 'iskew_hxz4_21d', 'lnoa_gr1a', 'ncoa_gr1a', 'netis_at', 'nfna_gr1a', 'ni_ar1', 'niq_at_chg1', 'niq_be_chg1', 'o_score', 'ocf_at_chg1', 'ocf_me', 'ocfq_saleq_std', 'ope_bel1', 'qmj_growth', 'rd5_at', 'rd_me', 'resff3_12_1', 'ret_12_7', 'ret_3_1', 'ret_60_12', 'rmax5_rvol_21d', 'sale_bev', 'seas_11_15an', 'seas_16_20an', 'seas_1_1an', 'seas_1_1na', 'seas_2_5an', 'seas_6_10an', 'seas_6_10na', 'tangibility', 'tax_gr1a', 'zero_trades_126d']"
1967-07-31,1992-07-31,1993-07-31,0.001,0.04012127651285169,-0.01927224970323449,59,"['Excess_ret_feature', 'RF', 'Sp_Ex_ret', 'ret_lag1', 'mom_3', 'mom_12', 'max_dd_12', 'sharpe_12', 'epsfi_q', 'epspi_q', 'epspx_q', 'is_primary', 'at_be', 'beta_60m', 'beta_dimson_21d', 'capx_gr3', 'cash_at', 'chcsho_12m', 'coskew_21d', 'dbnetis_at', 'debt_gr3', 'dsale_dinv', 'dsale_drec', 'dsale_dsga', 'eqnpo_me', 'fcf_me', 'fnl_gr1a', 'iskew_ff3_21d', 'iskew_hxz4_21d', 'lnoa_gr1a', 'ncoa_gr1a', 'netis_at', 'ni_ar1', 'ni_be', 'niq_at_chg1', 'niq_be', 'niq_be_chg1', 'ocf_at_chg1', 'ocfq_saleq_std', 'op_at', 'ope_bel1', 'qmj_growth', 'rd5_at', 'rd_me', 'ret_3_1', 'ret_60_12', 'rmax5_rvol_21d', 'rskew_21d', 'sale_bev', 'sale_emp_gr1', 'seas_11_15an', 'seas_16_20an', 'seas_16_20na', 'seas_1_1an', 'seas_2_5an', 'seas_6_10an', 'tangibility', 'tax_gr1a', 'zero_trades_126d']"
1968-07-31,1993-07-31,1994-07-31,0.001,0.03774886465241556,-0.028782902142235667,55,"['Excess_ret_feature', 'RF', 'Sp_Ex_ret', 'ret_lag1', 'mom_12', 'vol_12', 'max_dd_12', 'sharpe_12', 'epsfi_q', 'epsfx_q', 'epspi_q', 'epspx_q', 'is_primary', 'at_be', 'capx_gr3', 'cash_at', 'chcsho_12m', 'coskew_21d', 'dbnetis_at', 'debt_gr3', 'dsale_dinv', 'eqnpo_me', 'fcf_me', 'fnl_gr1a', 'iskew_ff3_21d', 'iskew_hxz4_21d', 'lnoa_gr1a', 'netis_at', 'ni_ar1', 'ni_be', 'niq_at_chg1', 'niq_be', 'niq_be_chg1', 'o_score', 'ocf_at_chg1', 'ocfq_saleq_std', 'op_at', 'ope_bel1', 'rd5_at', 'rd_me', 'rd_sale', 'ret_12_7', 'ret_3_1', 'rmax5_rvol_21d', 'rskew_21d', 'sale_bev', 'seas_11_15an', 'seas_16_20an', 'seas_16_20na', 'seas_1_1an', 'seas_2_5an', 'seas_6_10an', 'tangibility', 'tax_gr1a', 'zero_trades_126d']"
1969-07-31,1994-07-31,1995-07-31,0.001,0.033252624178899515,0.002228034809938717,53,"['Excess_ret_feature', 'RF', 'Sp_Ex_ret', 'ret_lag1', 'mom_12', 'vol_12', 'max_dd_12', 'sharpe_12', 'epsfx_q', 'epspi_q', 'epspx_q', 'is_primary', 'is_secondary', 'aliq_mat', 'at_be', 'capx_gr3', 'cash_at', 'chcsho_12m', 'coskew_21d', 'cowc_gr1a', 'dbnetis_at', 'debt_gr3', 'dsale_dinv', 'eqnpo_me', 'fcf_me', 'fnl_gr1a', 'iskew_ff3_21d', 'ncoa_gr1a', 'netis_at', 'ni_ar1', 'niq_at_chg1', 'niq_be', 'niq_be_chg1', 'o_score', 'ocf_at_chg1', 'ocfq_saleq_std', 'op_at', 'ope_bel1', 'rd5_at', 'rd_me', 'resff3_12_1', 'ret_12_7', 'ret_3_1', 'rmax5_rvol_21d', 'rskew_21d', 'sale_bev', 'seas_11_15an', 'seas_16_20an', 'seas_16_20na', 'seas_1_1an', 'seas_6_10an', 'tangibility', 'tax_gr1a']"
1970-07-31,1995-07-31,1996-07-31,0.001,0.030701763926585968,-0.02036808239911525,52,"['Excess_ret_feature', 'RF', 'Sp_Ex_ret', 'ret_lag1', 'mom_12', 'vol_12', 'max_dd_12', 'sharpe_12', 'epsfi_q', 'epsfx_q', 'epspi_q', 'epspx_q', 'is_primary', 'is_secondary', 'aliq_mat', 'capx_gr3', 'cash_at', 'chcsho_12m', 'coskew_21d', 'cowc_gr1a', 'dbnetis_at', 'debt_gr3', 'dsale_dinv', 'eqnpo_me', 'fcf_me', 'fnl_gr1a', 'kz_index', 'ncoa_gr1a', 'netis_at', 'ni_ar1', 'ni_be', 'niq_at_chg1', 'niq_be', 'niq_be_chg1', 'o_score', 'ocf_at_chg1', 'ocfq_saleq_std', 'op_at', 'ope_bel1', 'rd5_at', 'rd_me', 'ret_3_1', 'ret_60_12', 'rskew_21d', 'seas_11_15an', 'seas_11_15na', 'seas_16_20an', 'seas_16_20na', 'seas_1_1an', 'seas_6_10an', 'tangibility', 'tax_gr1a']"
